ReactomeID	CHEBI	XREF_Type	XREF_ID
-34117	CHEBI:15645	CompoundSynonym	(6S)-hydroxyhyoscyamine
-34117	CHEBI:15645	CompoundSynonym	(6S)-Hydroxyhyoscyamine
-34117	CHEBI:15645	LIGAND	C03325
-3415	CHEBI:29112	LIGAND	C01302
-3421	CHEBI:18277	LIGAND	C04302
-3421	CHEBI:7091	LIGAND	C04302
-34252	CHEBI:32392	CompoundSynonym	(15Z)-tetracosenoate
-34257	CHEBI:74142	CompoundSynonym	(Z)-15-tetracosenoyl-CoA
-34300	CHEBI:16315	CompoundSynonym	Morphinone
-34300	CHEBI:16315	CompoundTerm	morphinone
-34300	CHEBI:16315	LIGAND	C01735
-34392	CHEBI:46734	CompoundSynonym	(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol
-34410	CHEBI:15582	CompoundSynonym	(2R,3S)-2,3-dimethylmalate
-34410	CHEBI:15582	CompoundSynonym	(2R,3S)-2,3-Dimethylmalate
-34410	CHEBI:15582	LIGAND	C03652
-34410	CHEBI:57422	CompoundSynonym	(2R,3S)-2,3-dimethylmalate
-34496	CHEBI:71335	LIGAND	C16187
-34823	CHEBI:52144	LIGAND	C15580
-34923	CHEBI:15726	CompoundSynonym	1-Acyl-2-linoleoyl-sn-glycero-3-phosphocholine
-34923	CHEBI:15726	CompoundTerm	1-acyl-2-linoleoyl-sn-glycero-3-phosphocholine
-34923	CHEBI:15726	LIGAND	C04636
-34938	CHEBI:16999	LIGAND	C04792
-34945	CHEBI:17848	CompoundSynonym	1-Acyl-2-oleoyl-sn-glycero-3-phosphocholine
-34945	CHEBI:17848	CompoundTerm	1-acyl-2-oleoyl-sn-glycero-3-phosphocholine
-34945	CHEBI:17848	LIGAND	C01282
-34945	CHEBI:58293	CompoundSynonym	1-acyl-2-oleoyl-sn-glycero-3-phosphocholine
-34945	CHEBI:58293	LIGAND	C01282
-34965	CHEBI:17188	CompoundSynonym	nucleoside monophosphate
-34965	CHEBI:17188	CompoundSynonym	Nucleoside monophosphate
-34965	CHEBI:17188	CompoundTerm	nucleoside monophosphate
-34965	CHEBI:29075	LIGAND	C02171
-35172	CHEBI:31116	LIGAND	C13425
-35252	CHEBI:28936	LIGAND	C05973
-35425	CHEBI:33855	LIGAND	C00193
-36223	CHEBI:29510	CompoundSynonym	abieta-7,13-dien-18-ol
-36223	CHEBI:29510	LIGAND	C11882
-36952	CHEBI:29145	CompoundSynonym	2,6-Diamino-4-hydroxy-5-formamidopyrimidine
-37525	CHEBI:55455	LIGAND	C16312
-37547	CHEBI:18293	CAS	484-20-8
-37547	CHEBI:18293	CompoundSynonym	bergapten
-37547	CHEBI:18293	CompoundSynonym	Bergapten
-37547	CHEBI:18293	LIGAND	C01557
-37591	CHEBI:6357	CompoundSynonym	Lactucaxanthin
-37591	CHEBI:6357	CompoundTerm	lactucaxanthin
-37591	CHEBI:6357	LIGAND	C08599
-37603	CHEBI:31121	CompoundSynonym	Monodemalonylsalvianin
-37603	CHEBI:31121	LIGAND	C12641
-37648	CHEBI:17226	CompoundTerm	rosmarinic acid
-37648	CHEBI:50371	CAS	537-15-5
-37648	CHEBI:50371	CompoundSynonym	Rosmarinic acid
-37648	CHEBI:50371	LIGAND	C01850
-37648	CHEBI:50372	LIGAND	C01850
-37667	CHEBI:31969	LIGAND	C12645
-37680	CHEBI:31968	LIGAND	C12644
-37818	CHEBI:17391	CompoundSynonym	5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside
-37818	CHEBI:17391	LIGAND	C04695
-37960	CHEBI:17548	CAS	9005-32-7
-37960	CHEBI:17548	CompoundSynonym	Alginate
-37960	CHEBI:17548	LIGAND	C01768
-37960	CHEBI:58187	CompoundSynonym	alginate
-37960	CHEBI:58187	CompoundTerm	alginate
-38044	CHEBI:31788	CompoundSynonym	Luteolin 7-O-neohesperidoside
-38044	CHEBI:31788	CompoundTerm	luteolin 7-O-neohesperidoside
-38044	CHEBI:31788	LIGAND	C12630
-38062	CHEBI:16559	CompoundSynonym	Luteolin 7-O-beta-D-diglucuronide
-38062	CHEBI:16559	LIGAND	C12632
-38086	CHEBI:18128	LIGAND	C03515
-38119	CHEBI:15932	CAS	26544-34-3
-38119	CHEBI:15932	LIGAND	C04858
-38270	CHEBI:9209	CompoundSynonym	soyasapogenol B
-38270	CHEBI:9209	CompoundTerm	soyasapogenol B
-38270	CHEBI:9209	LIGAND	C08980
-38275	CHEBI:62444	CompoundSynonym	soyasapogenol E
-38275	CHEBI:62444	CompoundTerm	soyasapogenol E
-38344	CHEBI:66470	CompoundTerm	(+)-sesamin
-38946	CHEBI:69579	CompoundTerm	hederagenin
-38	CHEBI:16290	CompoundSynonym	5alpha-cholesta-7,24-dien-3beta-ol
-38	CHEBI:16290	CompoundSynonym	5alpha-Cholesta-7,24-dien-3beta-ol
-38	CHEBI:16290	CompoundTerm	5alpha-cholesta-7,24-dien-3beta-ol
-38	CHEBI:16290	LIGAND	C05439
-39057	CHEBI:63862	LIGAND	C16524
-39071	CHEBI:67247	CompoundSynonym	(+)-secoisolariciresinol
-39071	CHEBI:67247	CompoundTerm	(+)-secoisolariciresinol
-39188	CHEBI:52482	CompoundTerm	levopimaradienol
-39199	CHEBI:52486	CompoundTerm	dehydroabietadienol
-39264	CHEBI:6039	CompoundSynonym	Isopimaric acid
-39264	CHEBI:6039	CompoundTerm	isopimaric acid
-39264	CHEBI:6039	LIGAND	C09118
-39371	CHEBI:28313	CompoundSynonym	Nornicotine
-39371	CHEBI:28313	CompoundTerm	nornicotine
-39415	CHEBI:51078	CompoundTerm	13-sophorosyloxydocosanoate 6',6''-diacetate
-39479	CHEBI:28957	LIGAND	C07093
-39715	CHEBI:62890	CompoundSynonym	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate
-39715	CHEBI:62912	CompoundTerm	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate
-39737	CHEBI:30305	CompoundSynonym	N-Methylanthraniloyl-CoA
-39737	CHEBI:30305	CompoundTerm	N-methylanthraniloyl-CoA
-39737	CHEBI:30305	LIGAND	C12092
-39737	CHEBI:58630	CompoundSynonym	N-methylanthraniloyl-CoA
-39815	CHEBI:67227	CompoundSynonym	beta-carotene 15,15' epoxide
-39822	CHEBI:67228	CompoundSynonym	15,15'-dihydroxy-beta-carotene
-39822	CHEBI:67228	CompoundTerm	15,15'-dihydroxy-beta-carotene
-39863	CHEBI:31018	CompoundSynonym	gallocatechin
-39863	CHEBI:31018	LIGAND	C12127
-39863	CHEBI:68330	CompoundTerm	gallocatechin
-4016	CHEBI:27951	CompoundSynonym	2-Oxo-3-hydroxy-4-phosphobutanoate
-4016	CHEBI:27951	LIGAND	C06054
-40216	CHEBI:52402	CompoundSynonym	2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one
-40429	CHEBI:19274	CompoundTerm	2'-deoxymugineic acid
-40692	CHEBI:17106	LIGAND	C03968
-40702	CHEBI:18244	CompoundSynonym	1-alkyl-sn-glycero-3-phosphoethanolamine
-40702	CHEBI:18244	CompoundTerm	1-alkyl-sn-glycero-3-phosphoethanolamine
-40702	CHEBI:18244	LIGAND	C04476
-40778	CHEBI:63410	CompoundSynonym	all-trans-retinyl ester
-40778	CHEBI:63410	CompoundTerm	all-trans-retinyl ester
-40778	CHEBI:63410	LIGAND	C02075
-40821	CHEBI:17950	LIGAND	C01290
-40890	CHEBI:15443	CAS	9005-80-5
-40890	CHEBI:15443	CompoundSynonym	Inulin
-40890	CHEBI:15443	CompoundTerm	inulin
-40890	CHEBI:15443	LIGAND	C03323
-40914	CHEBI:18174	LIGAND	C04074
-40927	CHEBI:28751	LIGAND	C05376
-40974	CHEBI:50699	CompoundSynonym	Oligosaccharide
-40974	CHEBI:50699	CompoundTerm	oligosaccharide
-41002	CHEBI:18154	CompoundSynonym	polysaccharide
-41002	CHEBI:18154	CompoundSynonym	Polysaccharide
-41002	CHEBI:18154	CompoundTerm	polysaccharide
-41002	CHEBI:18154	LIGAND	C00420
-41107	CHEBI:17129	CAS	6451-73-6
-41107	CHEBI:17129	CompoundSynonym	(S)-scoulerine
-41107	CHEBI:17129	CompoundSynonym	(S)-Scoulerine
-41107	CHEBI:17129	CompoundTerm	(S)-scoulerine
-41107	CHEBI:17129	LIGAND	C02106
-41168	CHEBI:50934	CompoundSynonym	DELTA8-phytosphingenine
-41192	CHEBI:28528	CompoundSynonym	3-Oxodecanoyl-CoA
-41192	CHEBI:28528	CompoundTerm	3-oxodecanoyl-CoA
-41192	CHEBI:28528	LIGAND	C05265
-41192	CHEBI:62548	CompoundSynonym	3-oxodecanoyl-CoA
-4146	CHEBI:17601	CompoundSynonym	6,7-dimethyl-8-(1-D-ribityl)lumazine
-4146	CHEBI:17601	CompoundSynonym	6,7-Dimethyl-8-(1-D-ribityl)lumazine
-4146	CHEBI:17601	CompoundTerm	6,7-dimethyl-8-(1-D-ribityl)lumazine
-4146	CHEBI:17601	LIGAND	C04332
-4146	CHEBI:58201	CompoundSynonym	6,7-dimethyl-8-(1-D-ribityl)lumazine
-4170	CHEBI:17015	CAS	83-88-5
-4170	CHEBI:17015	CompoundSynonym	riboflavin
-4170	CHEBI:17015	CompoundSynonym	Riboflavin
-4170	CHEBI:17015	CompoundTerm	riboflavin
-4170	CHEBI:17015	LIGAND	C00255
-4170	CHEBI:57986	CompoundSynonym	riboflavin
-42196	CHEBI:16329	CompoundSynonym	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine
-42196	CHEBI:28289	LIGAND	C04700
-42196	CHEBI:9837	LIGAND	C04700
-42269	CHEBI:18052	CompoundTerm	loganate
-42269	CHEBI:18052	LIGAND	C01512
-42269	CHEBI:30632	CAS	22255-40-9
-42269	CHEBI:30632	LIGAND	C01512
-4255	CHEBI:15473	CompoundSynonym	Crotonyl-CoA
-4255	CHEBI:15473	LIGAND	C00877
-4255	CHEBI:36926	LIGAND	C00877
-42945	CHEBI:27706	CAS	503-07-1
-42945	CHEBI:27706	LIGAND	C08368
-43012	CHEBI:2082	CompoundSynonym	5-hydroxy-8-methoxypsoralen
-43014	CHEBI:18358	CompoundSynonym	8-methoxypsoralen
-43184	CHEBI:64988	CompoundSynonym	indole-3-acetonitrile-cysteine conjugate
-43207	CHEBI:65022	CompoundSynonym	indole-3-acetonitrile-gamma-glutamylcysteine conjugate
-43221	CHEBI:59410	CompoundSynonym	3-epi-6-deoxocathasterone
-43221	CHEBI:59410	CompoundSynonym	3-epi-6-Deoxocathasterone
-43221	CHEBI:59410	CompoundTerm	3-epi-6-deoxocathasterone
-43733	CHEBI:35785	CompoundSynonym	sphingoid base
-44082	CHEBI:15476	CompoundSynonym	2-Methylacetoacetyl-CoA
-44082	CHEBI:15476	CompoundTerm	2-methylacetoacetyl-CoA
-44082	CHEBI:15476	LIGAND	C03344
-44297	CHEBI:47914	CompoundSynonym	S-Prenyl-L-cysteine
-44297	CHEBI:47914	CompoundTerm	S-prenyl-L-cysteine
-44297	CHEBI:47914	LIGAND	C06751
-44624	CHEBI:17791	CompoundSynonym	Obtusifoliol
-44624	CHEBI:17791	CompoundTerm	obtusifoliol
-44624	CHEBI:17791	LIGAND	C01943
-44649	CHEBI:16957	CompoundSynonym	Desacetoxyvindoline
-44649	CHEBI:16957	LIGAND	C02673
-44657	CHEBI:18362	CompoundSynonym	17-O-deacetylvindoline
-44657	CHEBI:18362	CompoundSynonym	17-O-Deacetylvindoline
-44657	CHEBI:18362	CompoundTerm	17-O-deacetylvindoline
-44657	CHEBI:18362	LIGAND	C01091
-44657	CHEBI:58461	CompoundSynonym	17-O-deacetylvindoline
-4517	CHEBI:15763	CompoundSynonym	beta-Nicotinate D-ribonucleotide
-4517	CHEBI:15763	LIGAND	C01185
-45377	CHEBI:48007	CompoundSynonym	Dehydrospermidine
-45419	CHEBI:67139	CompoundSynonym	(4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate
-45442	CHEBI:15481	LIGAND	C04047
-45521	CHEBI:16480	CAS	10102-43-9
-45521	CHEBI:16480	CompoundSynonym	Nitric oxide
-45521	CHEBI:16480	CompoundTerm	nitric oxide
-45521	CHEBI:16480	LIGAND	C00533
-45811	CHEBI:17761	CompoundSynonym	Ceramide
-45811	CHEBI:17761	CompoundTerm	ceramide
-45811	CHEBI:17761	LIGAND	C00195
-45811	CHEBI:52639	CompoundSynonym	ceramide
-45811	CHEBI:52639	LIGAND	C00195
-46435	CHEBI:15453	CompoundSynonym	(S)-3-Hydroxybutanoyl-CoA
-46435	CHEBI:15453	CompoundTerm	(S)-3-hydroxybutanoyl-CoA
-46435	CHEBI:15453	LIGAND	C01144
-46501	CHEBI:73500	CompoundSynonym	3-(4-hydroxyphenyl)-3-hydroxy-propionyl-CoA
-46519	CHEBI:68471	CompoundSynonym	2,3-dehydroadipyl-CoA
-46924	CHEBI:18154	CompoundSynonym	Glycan
-47816	CHEBI:17594	CompoundSynonym	Quinol
-47994	CHEBI:74027	CompoundTerm	3-dimethylsulfoniopropionaldehyde
-4859	CHEBI:18367	CAS	14265-44-2
-4859	CHEBI:18367	CompoundSynonym	phosphate
-4859	CHEBI:18367	CompoundSynonym	Phosphate
-4859	CHEBI:18367	LIGAND	C00009
-4859	CHEBI:26020	CompoundTerm	phosphate
-4859	CHEBI:26078	LIGAND	C00009
-4859	CHEBI:35780	CompoundSynonym	phosphate
-4859	CHEBI:43474	CompoundSynonym	phosphate
-4896	CHEBI:16110	CAS	8002-43-5
-4896	CHEBI:16110	CompoundSynonym	Phosphatidylcholine
-4896	CHEBI:16110	LIGAND	C00157
-4896	CHEBI:49183	CAS	8002-43-5
-4896	CHEBI:49183	CompoundTerm	phosphatidylcholine
-4896	CHEBI:49183	LIGAND	C00157
-49301	CHEBI:18230	CompoundSynonym	Chlorophyll
-49301	CHEBI:28966	CAS	1406-65-1
-49301	CHEBI:28966	CompoundSynonym	chlorophyll
-49301	CHEBI:28966	CompoundSynonym	Chlorophyll
-49301	CHEBI:28966	CompoundTerm	chlorophyll
-49301	CHEBI:28966	LIGAND	C01793
-49457	CHEBI:18246	CompoundSynonym	Cellulose
-49457	CHEBI:18246	LIGAND	C00760
-49474	CHEBI:33308	CompoundSynonym	carboxylic ester
-49474	CHEBI:33308	CompoundSynonym	Carboxylic ester
-49474	CHEBI:33308	CompoundTerm	carboxylic ester
-49474	CHEBI:33308	LIGAND	C02391
-49926	CHEBI:73200	CompoundSynonym	Phosphoribosyl-ATP
-49926	CHEBI:73200	LIGAND	C02739
-49998	CHEBI:15859	CompoundSynonym	N-Carbamoyl-L-aspartate
-49998	CHEBI:15859	CompoundSynonym	N-CARBAMOYL-L-ASPARTATE
-49998	CHEBI:15859	LIGAND	C00438
-49998	CHEBI:32814	CompoundSynonym	N-carbamoyl-L-aspartate
-50143	CHEBI:15682	LIGAND	C03406
-50431	CHEBI:28349	CompoundSynonym	alpha-L-Fucoside
-50431	CHEBI:28349	CompoundTerm	alpha-L-fucoside
-50431	CHEBI:28349	LIGAND	C02475
-50493	CHEBI:27706	LIGAND	C08368
-50497	CHEBI:28133	CompoundSynonym	S-alkyl-L-cysteine S-oxide
-50497	CHEBI:28133	CompoundSynonym	S-Alkyl-L-cysteine S-oxide
-50497	CHEBI:28133	CompoundTerm	S-alkyl-L-cysteine S-oxide
-50497	CHEBI:28133	LIGAND	C03726
-50840	CHEBI:35239	CompoundSynonym	ADP-sugar
-50840	CHEBI:35239	CompoundTerm	ADP-sugar
-50906	CHEBI:18381	LIGAND	C04734
-51052	CHEBI:15919	LIGAND	C03794
-51114	CHEBI:15873	LIGAND	C00352
-51114	CHEBI:20995	CAS	3616-42-0
-51114	CHEBI:20995	CompoundSynonym	D-glucosamine-6-phosphate
-51363	CHEBI:18349	LIGAND	C03838
-51442	CHEBI:15705	LIGAND	C00151
-51607	CHEBI:61562	CompoundSynonym	dTDP-4-acetamido-4,6-dideoxy-D-galactose
-51607	CHEBI:61661	CompoundTerm	dTDP-4-acetamido-4,6-dideoxy-D-galactose
-51607	CHEBI:68677	LIGAND	C06018
-51706	CHEBI:17006	LIGAND	C04922
-51706	CHEBI:17292	CompoundSynonym	lactotetraosylceramide
-51706	CHEBI:22788	LIGAND	C04922
-51882	CHEBI:18272	LIGAND	C04376
-52093	CHEBI:27773	CompoundSynonym	cis-3-Enoyl-CoA
-52093	CHEBI:27773	CompoundTerm	cis-3-enoyl-CoA
-52093	CHEBI:27773	LIGAND	C05057
-52111	CHEBI:13643	CompoundTerm	glycol
-52111	CHEBI:30742	CompoundSynonym	Glycol
-52116	CHEBI:32955	CompoundSynonym	Epoxide
-52116	CHEBI:32955	CompoundTerm	epoxide
-52811	CHEBI:17460	CAS	940-69-2
-52811	CHEBI:17460	CompoundSynonym	lipoamide
-52811	CHEBI:17460	CompoundSynonym	Lipoamide
-52811	CHEBI:17460	CompoundTerm	lipoamide
-52811	CHEBI:17460	LIGAND	C00248
-52993	CHEBI:17524	CompoundSynonym	N6-Alkylaminopurine
-52993	CHEBI:17524	LIGAND	C02860
-53104	CHEBI:62638	LIGAND	C06001
-53315	CHEBI:14808	CompoundTerm	phospho-alpha-glucan
-53386	CHEBI:53010	CompoundSynonym	Nucleoside 2'-phosphate
-53386	CHEBI:53010	CompoundTerm	nucleoside 2'-phosphate
-53386	CHEBI:53010	LIGAND	C03418
-53838	CHEBI:17764	LIGAND	C11434
-54456	CHEBI:17020	CompoundSynonym	Glucomannan
-54456	CHEBI:17020	CompoundTerm	glucomannan
-54749	CHEBI:16961	CompoundSynonym	Lysophospholipid
-54763	CHEBI:16307	CompoundSynonym	Anthocyanidin-3-O-beta-D-glucoside
-54778	CHEBI:16791	CompoundSynonym	Vinorine
-54778	CHEBI:16791	CompoundTerm	vinorine
-54778	CHEBI:16791	LIGAND	C11807
-55016	CHEBI:16462	LIGAND	C02038
-55036	CHEBI:18013	CompoundSynonym	O-Feruloylquinate
-55036	CHEBI:18013	LIGAND	C02572
-55073	CHEBI:27681	LIGAND	C06006
-55073	CHEBI:49256	LIGAND	C06006
-55262	CHEBI:16878	LIGAND	C04133
-55273	CHEBI:27512	LIGAND	C06007
-55273	CHEBI:49258	LIGAND	C06007
-55510	CHEBI:18198	LIGAND	C11355
-55510	CHEBI:35181	CompoundSynonym	4-Amino-4-deoxychorismate
-55510	CHEBI:35181	LIGAND	C11355
-55780	CHEBI:17187	CompoundSynonym	Pinene
-55780	CHEBI:17187	CompoundTerm	pinene
-55780	CHEBI:17187	LIGAND	C06077
-55844	CHEBI:26558	CompoundTerm	ribonucleoside monophosphate
-56110	CHEBI:28000	CompoundSynonym	N-Acetyl-beta-D-hexosaminide
-56767	CHEBI:28034	CompoundSynonym	beta-D-Galactoside
-56767	CHEBI:28034	CompoundTerm	beta-D-galactoside
-56767	CHEBI:28034	LIGAND	C00602
-5723	CHEBI:17517	LIGAND	C00344
-58177	CHEBI:52221	CompoundTerm	isothiocyanate
-6078	CHEBI:17962	CompoundTerm	CDP-diacylglycerol
-6078	CHEBI:17962	LIGAND	C00269
-60923	CHEBI:16996	CAS	25679-93-0
-60923	CHEBI:16996	LIGAND	C01100
-60951	CHEBI:16255	LIGAND	C00860
-61075	CHEBI:24480	CompoundSynonym	heme O
-61075	CHEBI:24480	CompoundTerm	heme o
-61075	CHEBI:24480	LIGAND	C15672
-61075	CHEBI:36301	CompoundSynonym	HEME O
-61104	CHEBI:4195	CompoundSynonym	D-Hexose 6-phosphate
-61104	CHEBI:4195	CompoundTerm	D-hexose 6-phosphate
-61104	CHEBI:4195	LIGAND	C02965
-61104	CHEBI:61567	CompoundSynonym	D-hexose 6-phosphate
-61490	CHEBI:28741	CompoundSynonym	NaF
-61924	CHEBI:17798	LIGAND	C03287
-62231	CHEBI:55491	CompoundSynonym	glycerophosphodiester
-62623	CHEBI:15694	CAS	25138-66-3
-62623	CHEBI:15694	LIGAND	C03451
-62660	CHEBI:45373	CompoundSynonym	Sulfanilamide
-62660	CHEBI:45373	CompoundSynonym	SULFANILAMIDE
-62660	CHEBI:45373	CompoundTerm	sulfanilamide
-6294	CHEBI:16038	LIGAND	C00350
-63066	CHEBI:21437	CompoundSynonym	Moco
-63066	CHEBI:60525	CompoundSynonym	MoCo
-63073	CHEBI:21437	CompoundSynonym	Moco
-63073	CHEBI:60525	CompoundSynonym	MoCo
-63103	CHEBI:29348	CompoundSynonym	Aliphatic amide
-63103	CHEBI:29348	LIGAND	C02244
-63103	CHEBI:65285	CompoundTerm	aliphatic amide
-63103	CHEBI:65285	LIGAND	C02244
-63121	CHEBI:17972	CompoundSynonym	ribonucleoside triphosphate
-63121	CHEBI:17972	CompoundSynonym	Ribonucleoside triphosphate
-63121	CHEBI:17972	CompoundTerm	ribonucleoside triphosphate
-63121	CHEBI:17972	LIGAND	C03802
-63228	CHEBI:36319	CompoundSynonym	dipyrromethane
-63228	CHEBI:36319	CompoundTerm	dipyrromethane
-63277	CHEBI:15842	CAS	2149-82-8
-63277	CHEBI:15842	LIGAND	C01103
-6387	CHEBI:28749	CompoundSynonym	aryl beta-D-glucoside
-6387	CHEBI:28749	CompoundSynonym	Aryl beta-D-glucoside
-6387	CHEBI:28749	CompoundTerm	aryl beta-D-glucoside
-6387	CHEBI:28749	LIGAND	C03097
-6398	CHEBI:37393	LIGAND	C03892
-63	CHEBI:27910	CompoundSynonym	7-dehydrodesmosterol
-63	CHEBI:27910	CompoundSynonym	7-Dehydrodesmosterol
-63	CHEBI:27910	CompoundTerm	7-dehydrodesmosterol
-63	CHEBI:27910	LIGAND	C05107
-64281	CHEBI:18398	CompoundSynonym	Maltodextrin
-64281	CHEBI:18398	LIGAND	C01935
-64281	CHEBI:25140	CompoundTerm	maltodextrin
-64418	CHEBI:27754	CAS	6008-91-9
-64418	CHEBI:27754	CompoundSynonym	Methylacrylyl-CoA
-64418	CHEBI:27754	LIGAND	C03460
-64590	CHEBI:16160	CAS	1492-23-5
-64590	CHEBI:16160	CompoundSynonym	O-succinyl-L-homoserine
-64590	CHEBI:16160	CompoundSynonym	O-Succinyl-L-homoserine
-64590	CHEBI:16160	CompoundTerm	O-succinyl-L-homoserine
-64590	CHEBI:16160	LIGAND	C01118
-6461	CHEBI:7507	CompoundSynonym	Neomycin
-6461	CHEBI:7507	CompoundTerm	neomycin
-6466	CHEBI:7507	CompoundSynonym	Neomycin
-6466	CHEBI:7507	CompoundTerm	neomycin
-6525	CHEBI:18348	CompoundSynonym	1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate
-6525	CHEBI:18348	CompoundTerm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate
-6525	CHEBI:18348	LIGAND	C04637
-6525	CHEBI:58456	CompoundSynonym	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate
-6744	CHEBI:23051	CompoundTerm	castasterone
-6762	CHEBI:28277	CompoundSynonym	Brassinolide
-6762	CHEBI:28277	CompoundTerm	brassinolide
-6762	CHEBI:28277	LIGAND	C08814
-6948	CHEBI:16851	CompoundSynonym	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate
-6948	CHEBI:16851	CompoundSynonym	1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate
-6948	CHEBI:16851	CompoundTerm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate
-6948	CHEBI:16851	LIGAND	C11556
-7253	CHEBI:20710	CompoundSynonym	3-dehydro-6-deoxoteasterone
-7253	CHEBI:20710	CompoundTerm	3-dehydro-6-deoxoteasterone
-7253	CHEBI:20710	LIGAND	C15800
-7595	CHEBI:15518	CompoundSynonym	Caffeoyl-CoA
-7595	CHEBI:15518	CompoundTerm	caffeoyl-CoA
-7595	CHEBI:15518	LIGAND	C00323
-7595	CHEBI:57372	CompoundSynonym	caffeoyl-CoA
-7748	CHEBI:1670	LIGAND	C05100
-8225	CHEBI:29604	CompoundSynonym	GA8-catabolite
-8225	CHEBI:29604	LIGAND	C11870
-86	CHEBI:17030	CAS	469-38-5
-86	CHEBI:17030	CompoundSynonym	Cycloartenol
-86	CHEBI:17030	CompoundTerm	cycloartenol
-86	CHEBI:17030	LIGAND	C01902
-9090	CHEBI:18292	LIGAND	C08491
-9110	CHEBI:18292	CompoundSynonym	Jasmonic acid
-9110	CHEBI:18292	CompoundTerm	jasmonic acid
-9115	CHEBI:74299	CompoundSynonym	(E,E)-geranyllinalool
-9355	CHEBI:61051	CompoundTerm	lipid hydroperoxide
-9409	CHEBI:60835	CompoundTerm	leucoanthocyanidin
-9409	CHEBI:71216	CompoundSynonym	leucoanthocyanidin
-9419	CHEBI:26267	CompoundTerm	proanthocyanidin
-9812	CHEBI:28066	CAS	554-91-6
-9812	CHEBI:28066	LIGAND	C08240
-9858	CHEBI:15929	CompoundSynonym	Methyl jasmonate
